1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,R,I,A,S,E,C,Class
4,3,3,0,0,1,2,0,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,3,2,4,1,3,1,2,1,0,0,1,1,1,0,0,0,0,1,3,0,4,1,2,3,1,0,3,15,7,2,17,4,17,S
4,3,3,1,0,1,2,0,2,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,3,1,4,0,2,3,1,1,3,16,6,4,7,2,18,C
0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,3,4,1,3,1,2,2,1,3,0,4,0,2,3,1,1,3,2,5,3,6,18,17,E
4,3,3,1,1,1,2,0,2,4,3,0,0,3,2,1,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,3,0,4,1,2,3,1,0,3,17,15,3,7,4,17,R
4,3,3,1,1,1,2,0,2,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,3,4,0,3,1,2,2,0,3,0,4,0,2,3,1,0,3,17,6,4,5,15,16,R
0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,4,3,2,0,0,1,0,3,2,3,2,4,0,3,1,2,1,0,0,3,4,0,3,1,2,2,0,0,0,1,0,1,1,0,0,0,3,4,15,16,15,3,S
0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,4,3,2,0,0,0,0,3,2,3,2,4,0,3,0,2,0,0,1,1,1,1,0,0,1,0,1,3,0,4,0,2,3,0,0,3,4,5,14,14,6,15,C
0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,4,3,2,0,1,0,1,3,2,3,2,4,1,3,1,2,1,0,0,3,4,1,3,0,2,2,1,0,0,1,0,1,1,0,0,1,3,6,16,17,16,4,S
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,3,2,4,0,3,0,2,0,1,0,0,0,0,1,1,0,0,1,3,1,4,1,2,3,1,1,3,0,7,2,15,3,19,C
1,1,0,1,1,0,0,0,0,4,3,1,1,3,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,3,1,4,0,2,3,0,1,3,4,17,2,1,4,17,I
1,1,1,0,1,0,0,0,0,4,3,1,0,3,2,1,2,1,1,0,0,0,1,1,1,0,1,3,2,4,0,3,0,2,0,0,1,3,4,1,3,0,2,2,0,1,0,0,1,0,0,1,1,1,4,17,5,14,16,5,I
0,0,0,1,0,1,1,0,1,4,3,1,0,3,2,1,2,0,4,3,2,0,0,0,1,3,2,3,2,4,0,3,1,2,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,4,16,15,17,5,4,S
0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3,2,4,1,3,0,2,0,0,1,0,1,1,1,1,1,1,1,3,0,4,0,2,3,1,0,3,2,5,3,15,8,16,C
0,0,1,1,0,0,1,0,1,4,3,0,1,3,2,0,2,0,4,3,2,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,4,15,17,3,6,1,A
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,3,2,4,1,3,0,2,0,1,1,3,4,0,3,0,2,2,0,1,1,0,0,1,1,1,0,1,3,4,3,16,15,6,S
0,1,1,1,1,0,0,0,0,4,3,0,0,3,2,0,2,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,3,0,4,1,2,3,0,1,3,4,14,7,2,5,17,C
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,2,4,0,3,0,2,0,0,0,0,0,0,1,1,1,0,1,3,1,4,0,2,3,0,0,3,5,3,2,14,4,16,C
0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,4,3,2,0,1,0,0,3,2,3,2,4,0,3,1,2,1,1,0,0,1,1,1,0,0,0,1,3,0,4,1,2,3,0,1,3,4,5,15,17,4,17,S
4,3,3,1,0,1,2,0,2,0,0,1,1,0,1,0,1,1,4,3,2,0,1,1,1,3,2,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,16,5,17,7,4,3,A
4,3,3,0,0,1,2,0,2,0,0,1,0,0,0,0,0,1,4,3,2,0,0,1,1,3,2,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,15,2,16,4,6,2,A
1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,3,2,4,1,3,1,2,1,1,0,3,4,0,3,0,2,2,1,1,1,0,0,0,1,1,0,0,3,7,1,18,15,4,S
0,0,0,1,0,1,1,0,1,4,3,1,0,3,2,1,2,1,1,1,1,0,0,0,0,0,0,3,2,4,0,3,0,2,1,1,1,3,4,1,3,1,2,2,0,1,1,0,1,0,1,0,0,1,4,17,3,16,17,5,I
0,0,1,0,0,1,0,0,0,4,3,1,1,3,2,1,2,1,1,1,1,0,1,1,1,1,1,3,2,4,0,3,0,2,0,0,1,1,1,0,1,0,1,1,1,3,0,4,0,2,3,1,1,3,2,18,8,14,7,17,I
0,0,1,0,1,0,0,0,0,4,3,1,0,3,2,1,2,1,4,3,2,0,0,0,1,3,2,3,2,4,0,3,1,2,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,2,17,15,16,7,7,I
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,3,2,0,1,1,1,3,2,1,0,0,1,0,0,0,0,0,0,3,4,1,3,1,2,2,0,0,0,1,0,0,0,0,1,1,1,4,17,2,16,3,A
0,0,1,0,0,0,0,0,0,4,3,0,0,3,2,0,2,0,4,3,2,0,0,0,1,3,2,0,0,0,1,0,1,0,1,1,0,3,4,0,3,1,2,2,0,1,1,0,0,0,0,0,0,1,1,14,15,4,15,3,A
0,1,1,0,0,1,0,0,0,4,3,1,0,3,2,0,2,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,3,4,0,3,0,2,2,1,1,1,0,1,1,1,0,0,1,3,15,4,5,15,6,I
0,0,0,0,1,1,1,0,1,4,3,1,0,3,2,0,2,0,4,3,2,0,1,0,0,3,2,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4,15,15,3,4,2,I
0,1,1,0,1,1,0,0,0,4,3,1,0,3,2,1,2,0,4,3,2,0,0,0,0,3,2,3,2,4,1,3,1,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,4,16,14,18,4,3,S
4,3,3,0,1,1,2,0,2,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,3,2,4,0,3,0,2,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,16,3,6,15,5,6,R
0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,4,3,2,0,1,0,0,3,2,3,2,4,0,3,1,2,1,0,0,3,4,0,3,0,2,2,1,1,1,0,1,0,0,0,1,0,2,7,15,16,15,4,S
0,1,1,0,1,0,1,0,1,4,3,0,0,3,2,1,2,1,1,0,1,0,1,1,0,0,1,3,2,4,0,3,1,2,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,5,16,5,16,7,6,I
4,3,3,0,0,0,2,0,2,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,0,3,1,2,2,1,3,0,4,1,2,3,0,0,3,14,5,3,1,16,16,E
0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,4,3,2,0,0,0,1,3,2,3,2,4,1,3,0,2,0,1,1,3,4,0,3,1,2,2,0,1,0,1,1,1,0,1,1,0,4,5,15,16,16,6,S
0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,4,3,2,0,1,1,0,3,2,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,0,4,0,2,3,1,0,3,4,4,16,5,2,16,A
4,3,3,0,0,0,2,0,2,1,0,1,0,1,0,1,1,1,4,3,2,0,0,0,0,3,2,1,0,1,1,1,1,0,1,0,0,3,4,1,3,0,2,2,1,1,1,0,0,0,1,0,0,1,14,6,14,6,16,4,E
0,0,1,1,1,0,0,0,0,4,3,1,0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,3,2,4,0,3,0,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,15,1,16,5,2,S
1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,3,4,1,3,1,2,2,1,3,0,4,1,2,3,1,1,3,5,4,3,6,17,18,C
1,1,1,0,1,0,1,0,1,4,3,0,0,3,2,1,2,0,4,3,2,0,1,0,0,3,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,6,15,15,2,4,5,I
4,3,3,0,1,0,2,0,2,4,3,1,0,3,2,1,2,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,3,4,1,3,0,2,2,0,0,1,1,1,1,0,0,1,1,15,16,6,7,16,6,I
4,3,3,0,0,1,2,0,2,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,3,4,1,3,1,2,2,1,3,1,4,0,2,3,1,0,3,15,5,4,3,18,17,E
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,3,2,4,1,3,1,2,1,0,0,3,4,1,3,1,2,2,0,1,0,0,0,1,1,1,0,0,2,4,5,17,16,4,S
1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,4,3,2,0,0,0,0,3,2,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,3,0,4,0,2,3,0,1,3,4,4,14,6,5,16,C
4,3,3,0,0,1,2,0,2,0,0,0,1,0,1,1,1,1,4,3,2,0,0,0,0,3,2,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,15,5,14,7,7,3,R
4,3,3,1,1,1,2,0,2,4,3,0,0,3,2,0,2,1,0,0,1,0,1,1,0,1,1,3,2,4,0,3,0,2,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,17,15,5,16,3,5,R
0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,4,3,2,0,1,1,1,3,2,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,3,1,4,1,2,3,1,1,3,4,5,17,4,4,19,C
0,0,0,1,1,0,0,0,0,4,3,1,1,3,2,1,2,0,0,0,1,0,1,1,1,1,0,3,2,4,1,3,1,2,1,1,1,0,0,0,1,1,1,1,1,3,0,4,1,2,3,0,0,3,2,17,5,18,6,16,S
4,3,3,0,0,1,2,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,3,0,4,1,2,3,0,0,3,15,4,3,2,5,16,C
4,3,3,0,1,0,2,0,2,4,3,0,0,3,2,0,2,0,1,1,1,0,0,1,1,0,0,3,2,4,1,3,1,2,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,15,14,5,18,4,8,S
0,1,1,0,1,0,1,0,1,4,3,0,0,3,2,1,2,0,4,3,2,0,1,1,1,3,2,0,1,0,0,0,1,1,1,0,0,3,4,1,3,1,2,2,1,1,0,0,1,1,0,1,1,0,5,15,17,4,17,5,A
4,3,3,1,0,0,2,0,2,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,3,4,1,3,0,2,2,0,3,1,4,1,2,3,1,1,3,15,5,4,5,15,19,C
0,0,1,1,1,1,1,0,1,4,3,0,1,3,2,1,2,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,3,4,1,3,1,2,2,1,1,0,1,0,1,1,0,1,0,6,17,5,4,17,5,I
0,0,1,1,1,0,1,0,1,4,3,0,1,3,2,0,2,1,1,0,1,0,0,0,0,0,1,3,2,4,1,3,1,2,1,1,0,3,4,1,3,0,2,2,0,1,0,0,0,1,1,0,1,0,5,16,3,18,15,4,S
4,3,3,0,0,1,2,0,2,1,1,0,1,0,0,1,1,0,4,3,2,0,1,1,0,3,2,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,3,0,4,1,2,3,1,1,3,15,5,16,4,3,18,C
0,0,1,1,0,1,0,0,0,4,3,1,1,3,2,0,2,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,3,4,0,3,1,2,2,0,0,1,1,1,1,1,0,1,1,3,17,4,5,15,7,I
0,1,0,1,0,1,0,0,0,4,3,0,0,3,2,1,2,1,4,3,2,0,0,1,1,3,2,3,2,4,0,3,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,3,16,16,16,2,3,I
4,3,3,0,1,1,2,0,2,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,3,2,4,1,3,1,2,1,0,0,3,4,0,3,1,2,2,1,1,1,0,1,1,0,1,1,1,16,4,7,17,16,7,S
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,3,2,4,1,3,0,2,1,1,1,3,4,1,3,0,2,2,1,1,1,1,1,1,0,0,0,0,3,3,4,17,17,5,S
4,3,3,0,0,1,2,0,2,0,1,0,0,1,1,1,0,1,4,3,2,0,0,0,1,3,2,3,2,4,0,3,0,2,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,15,5,15,16,5,5,S
0,0,1,0,1,1,1,0,1,4,3,1,0,3,2,1,2,1,4,3,2,0,0,0,0,3,2,3,2,4,0,3,0,2,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,5,17,14,15,6,6,I
0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,3,2,4,1,3,0,2,1,1,1,3,4,0,3,0,2,2,1,1,0,1,0,1,1,0,0,1,1,5,5,17,16,5,S
4,3,3,0,0,1,2,0,2,0,1,0,1,1,1,1,1,0,4,3,2,0,1,1,0,3,2,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,15,6,16,6,3,5,A
0,0,0,1,1,1,1,0,1,4,3,1,1,3,2,0,2,0,1,1,1,0,1,0,1,0,0,3,2,4,1,3,1,2,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,5,16,5,18,6,3,S
0,0,0,1,0,1,1,0,1,4,3,0,0,3,2,0,2,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,3,4,0,3,0,2,2,1,0,0,1,1,0,1,0,0,0,4,15,3,6,16,3,E
0,0,1,1,1,0,0,0,0,4,3,1,1,3,2,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,3,4,1,3,0,2,2,0,1,1,0,1,0,1,1,0,0,3,18,4,2,15,5,I
4,3,3,1,0,0,2,0,2,4,3,0,0,3,2,1,2,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,3,1,4,1,2,3,1,1,3,15,15,5,5,2,19,C
0,0,1,0,0,1,1,0,1,4,3,0,1,3,2,0,2,1,0,1,0,0,1,1,0,0,0,3,2,4,1,3,0,2,1,0,0,3,4,0,3,1,2,2,0,1,0,0,0,0,1,0,0,1,4,16,3,16,15,3,I
0,1,1,1,1,1,0,0,0,4,3,1,1,3,2,1,2,1,4,3,2,0,1,1,1,3,2,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,3,0,4,1,2,3,1,1,3,5,18,17,4,4,18,I
0,1,1,1,1,1,1,0,1,4,3,0,0,3,2,1,2,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,3,1,4,0,2,3,0,1,3,7,16,3,7,3,17,C
1,1,1,0,0,0,0,0,0,4,3,0,1,3,2,1,2,0,1,1,1,0,0,0,0,1,1,3,2,4,0,3,0,2,1,1,0,3,4,1,3,0,2,2,0,0,0,0,0,0,1,0,1,1,3,16,5,16,15,3,I
0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,4,3,2,0,0,1,0,3,2,3,2,4,0,3,0,2,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,4,4,15,15,5,5,A
0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,3,4,1,3,1,2,2,1,3,1,4,1,2,3,0,0,3,3,5,4,5,17,17,E
1,1,0,0,0,0,1,0,1,4,3,1,0,3,2,0,2,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,3,4,1,3,1,2,2,0,0,1,1,0,0,0,1,0,0,4,16,2,6,17,3,E
1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3,2,0,0,1,1,3,2,3,2,4,0,3,0,2,1,1,0,3,4,0,3,1,2,2,0,0,0,0,1,0,1,0,0,0,3,2,16,16,15,2,A
4,3,3,0,0,1,2,0,2,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,3,4,1,3,1,2,2,0,1,1,0,1,1,0,1,1,1,15,5,4,4,16,7,E
0,1,0,0,1,0,0,0,0,4,3,0,0,3,2,1,2,0,0,0,0,0,1,0,1,0,0,3,2,4,1,3,1,2,1,0,0,3,4,1,3,1,2,2,0,1,0,1,1,1,0,1,0,0,2,15,2,17,16,5,S
1,1,0,0,1,1,0,0,0,4,3,0,1,3,2,1,2,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,3,4,0,3,1,2,2,0,3,1,4,0,2,3,0,0,3,4,17,3,7,15,16,I
4,3,3,0,1,0,2,0,2,4,3,0,1,3,2,1,2,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,3,4,0,3,0,2,2,1,1,0,1,0,0,0,1,1,0,15,17,5,5,15,4,I
4,3,3,1,1,0,2,0,2,4,3,1,0,3,2,1,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,16,16,7,9,4,7,R
0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,3,2,4,0,3,1,2,1,0,1,0,1,1,1,1,0,1,0,3,1,4,0,2,3,1,1,3,3,6,3,16,6,18,C
0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,4,3,2,0,1,1,1,3,2,3,2,4,1,3,1,2,1,1,1,3,4,1,3,0,2,2,0,0,0,1,0,1,1,1,0,1,6,2,17,18,16,5,S
1,1,1,0,1,1,0,0,0,4,3,1,0,3,2,1,2,1,0,0,1,0,1,1,1,0,1,3,2,4,0,3,0,2,1,0,0,1,1,0,1,1,1,0,0,3,1,4,0,2,3,0,1,3,5,17,5,15,5,17,I
4,3,3,0,1,0,2,0,2,4,3,0,1,3,2,0,2,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,15,16,6,5,3,5,I
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,3,2,4,1,3,0,2,1,0,0,3,4,1,3,1,2,2,1,0,1,0,0,1,1,1,1,0,2,4,5,16,17,5,E
0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,4,3,2,0,0,1,1,3,2,3,2,4,1,3,0,2,1,1,0,3,4,0,3,1,2,2,0,1,0,0,1,0,1,0,1,0,3,6,16,17,15,4,S
4,3,3,1,0,0,2,0,2,4,3,1,1,3,2,0,2,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,3,4,0,3,1,2,2,0,0,1,1,1,0,0,0,1,1,15,16,6,6,15,5,I
4,3,3,0,0,0,2,0,2,1,1,1,1,0,1,1,0,1,4,3,2,0,0,0,1,3,2,3,2,4,1,3,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,14,7,15,17,2,3,S
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,3,2,4,1,3,0,2,1,0,0,3,4,1,3,1,2,2,1,3,1,4,0,2,3,0,0,3,2,5,6,16,17,16,E
4,3,3,0,1,1,2,0,2,4,3,0,1,3,2,0,2,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,3,4,1,3,1,2,2,0,0,1,1,0,0,0,0,0,0,16,16,5,7,17,2,E
4,3,3,0,0,0,2,0,2,1,1,1,0,1,1,0,0,1,4,3,2,0,1,0,0,3,2,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,14,6,15,6,5,3,A
0,0,0,1,0,0,0,0,0,4,3,0,0,3,2,0,2,1,4,3,2,0,1,1,0,3,2,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,15,16,8,2,4,A
0,0,0,1,1,0,1,0,1,4,3,0,0,3,2,1,2,1,4,3,2,0,0,0,0,3,2,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,4,16,14,3,4,4,I
0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,4,3,2,0,0,1,1,3,2,3,2,4,0,3,1,2,1,1,0,1,1,0,0,0,0,1,0,3,0,4,0,2,3,0,1,3,3,3,16,17,3,16,S
4,3,3,0,1,1,2,0,2,4,3,0,1,3,2,0,2,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16,16,2,6,3,1,R
4,3,3,1,0,1,2,0,2,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,3,4,0,3,0,2,2,1,0,1,1,0,0,1,0,0,0,16,5,5,5,16,3,R
1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,4,3,2,0,0,0,0,3,2,3,2,4,1,3,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,5,4,14,17,3,4,S
0,1,1,0,1,1,0,0,0,4,3,0,1,3,2,0,2,0,1,0,1,0,1,0,1,1,0,3,2,4,0,3,1,2,1,0,1,3,4,1,3,1,2,2,1,0,1,0,0,0,0,0,1,1,4,15,5,16,18,3,E
0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,3,2,4,0,3,0,2,1,0,1,1,1,1,1,1,0,0,1,3,0,4,1,2,3,0,0,3,5,7,2,15,7,16,C
0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,4,3,2,0,0,0,0,3,2,3,2,4,1,3,0,2,1,1,0,3,4,1,3,1,2,2,1,0,1,0,0,1,1,1,0,1,4,5,14,17,17,5,S
0,0,1,0,1,1,1,0,1,4,3,1,0,3,2,1,2,1,4,3,2,0,1,1,0,3,2,0,0,0,1,0,1,0,1,1,0,3,4,0,3,1,2,2,1,1,1,1,0,0,0,0,1,0,5,17,16,4,16,4,I
0,0,0,1,1,0,1,0,1,4,3,1,1,3,2,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,3,0,4,1,2,3,1,0,3,4,17,3,5,4,17,I
1,1,1,1,0,1,1,0,1,4,3,0,1,3,2,0,2,1,4,3,2,0,1,1,0,3,2,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,7,16,16,5,5,7,I
4,3,3,1,0,0,2,0,2,0,0,0,1,0,0,0,1,1,4,3,2,0,1,1,1,3,2,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,15,3,17,7,4,6,A
0,0,0,0,0,1,1,0,1,4,3,0,1,3,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,3,4,1,3,0,2,2,0,3,1,4,0,2,3,1,1,3,3,15,3,3,15,18,C
4,3,3,1,1,1,2,0,2,0,0,0,1,0,1,1,0,0,4,3,2,0,1,0,0,3,2,1,1,0,1,0,0,1,1,0,0,3,4,1,3,1,2,2,0,1,0,1,0,1,1,0,0,1,17,3,15,5,16,5,R
4,3,3,1,1,0,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,3,4,1,3,1,2,2,1,1,1,1,1,0,1,1,1,0,16,3,4,4,17,7,E
0,0,0,0,0,0,1,0,1,4,3,0,1,3,2,0,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,3,4,0,3,1,2,2,1,1,0,1,1,0,1,1,0,0,2,16,3,3,16,5,I
1,1,0,1,0,1,1,0,1,4,3,1,0,3,2,1,2,0,0,0,0,0,0,0,0,0,1,3,2,4,0,3,0,2,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,6,16,1,15,6,3,I
1,1,1,1,0,1,1,0,1,4,3,0,1,3,2,1,2,1,0,1,1,0,0,0,1,0,1,3,2,4,0,3,1,2,1,0,0,3,4,1,3,1,2,2,0,1,0,1,1,1,1,0,1,1,7,17,4,16,16,7,I
0,0,0,0,0,0,1,0,1,4,3,1,1,3,2,1,2,1,4,3,2,0,0,1,0,3,2,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,15,6,4,1,I
0,1,0,0,0,0,0,0,0,4,3,0,1,3,2,1,2,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,3,4,1,3,0,2,2,1,3,1,4,0,2,3,0,1,3,1,16,7,4,17,17,E
0,0,1,0,1,0,0,0,0,4,3,1,1,3,2,0,2,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,3,1,4,0,2,3,1,1,3,2,17,5,5,2,18,C
1,1,1,1,1,1,0,0,0,4,3,0,1,3,2,1,2,0,1,1,1,0,1,1,0,1,0,3,2,4,1,3,0,2,1,1,1,0,1,0,0,1,0,0,1,3,0,4,0,2,3,0,0,3,6,16,6,17,4,15,S
